Tank,TimePoint,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,ExperimentDate,WaterLocation,ExperimentJD,InitialFinal
C1,0,6/12/19 9:44,0,2.16,0.03,2.91,0.76,5.11,80.38,0.01,26.41,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.23,0.25,2.58,0.71,5.06,80.43,0.01,26.4,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.15,0.21,2.63,0.77,4.99,80.47,0.02,26.4,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.26,0.5,2.36,0.72,5.12,80.42,0,26.41,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.23,0.24,2.66,0.74,5.12,80.31,-0.02,26.41,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.25,0.34,2.5,0.72,5.09,80.42,0,26.41,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.34,0.28,2.53,0.74,5.15,80.32,-0.01,26.41,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.55,0.43,2.22,0.74,5.2,80.4,0.02,26.41,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.19,0.08,2.62,0.75,4.89,80.52,0,26.41,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2,0.07,2.77,0.72,4.84,80.46,-0.02,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.34,0.22,2.57,0.72,5.13,80.39,-0.01,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.18,0.25,2.52,0.74,4.95,80.45,0.01,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.4,0.68,2.16,0.73,5.24,80.41,0,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.46,0.4,2.39,0.72,5.24,80.27,-0.03,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.05,0.05,2.82,0.76,4.92,80.38,0.01,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.22,0.53,2.42,0.69,5.17,80.36,0,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.12,0.27,2.7,0.74,5.09,80.38,0.01,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.1,0.07,2.71,0.74,4.89,80.33,0,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.29,0.37,2.36,0.74,5.01,80.51,-0.01,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.01,0.17,2.72,0.71,4.9,80.45,0,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.17,0.24,2.62,0.73,5.03,80.34,0,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.27,0.31,2.61,0.74,5.19,80.47,0,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.42,0.5,2.22,0.73,5.14,80.37,-0.02,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.1,0.2,2.69,0.78,4.99,80.3,0.02,26.41,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.24,0.35,2.57,0.71,5.15,80.41,0.01,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.26,0.44,2.29,0.74,4.99,80.43,0.01,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.05,0.18,2.62,0.74,4.86,80.38,0,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.16,0.32,2.55,0.75,5.03,80.41,0.01,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.33,0.42,2.32,0.74,5.08,80.54,0.02,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.58,0.7,1.97,0.72,5.25,80.27,0,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.24,0.49,2.16,0.73,4.89,80.45,0,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.37,0.33,2.48,0.72,5.18,80.42,0,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.28,0.68,2.27,0.72,5.22,80.5,-0.01,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,1.99,0.29,2.57,0.73,4.85,80.39,0.02,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.35,0.35,2.39,0.74,5.09,80.32,0,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.6,0.77,1.95,0.7,5.32,80.34,-0.03,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.24,0.28,2.63,0.73,5.15,80.43,0.01,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.35,0.25,2.55,0.76,5.15,80.46,-0.01,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.28,0.36,2.44,0.7,5.09,80.43,0.01,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.28,0.41,2.3,0.72,4.98,80.49,-0.01,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.21,0.24,2.41,0.74,4.86,80.38,-0.01,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.1,0.4,2.39,0.7,4.89,80.45,0.02,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,1.99,0,2.93,0.76,4.91,80.27,-0.01,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.25,0.12,2.67,0.75,5.04,80.36,0.01,26.44,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.26,0.46,2.38,0.74,5.1,80.53,0.01,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,1.96,0,2.79,0.75,4.75,80.43,0.01,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.22,0.28,2.45,0.74,4.95,80.44,0,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:45,0,2.35,0.19,2.52,0.75,5.07,80.49,0,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.24,0.62,2.16,0.73,5.02,80.4,0.01,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.13,0.1,2.7,0.73,4.93,80.5,-0.02,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.12,0.35,2.5,0.75,4.98,80.39,0.01,26.44,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.25,0.04,2.72,0.75,5,80.41,0,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.33,0.43,2.2,0.74,4.96,80.46,0.04,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.29,0.43,2.37,0.7,5.09,80.45,0.01,26.43,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.14,0.34,2.49,0.73,4.97,80.45,-0.01,26.44,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,1.96,0,2.79,0.75,4.74,80.51,0.04,26.44,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.35,0.46,2.3,0.71,5.1,80.47,0.03,26.44,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.13,0.22,2.51,0.76,4.86,80.4,0.02,26.42,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.22,0.41,2.43,0.71,5.07,80.45,-0.02,26.44,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.19,0.35,2.48,0.74,5.02,80.44,0.02,26.44,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.46,0.48,2.29,0.71,5.23,80.49,0,26.44,6/12/19,SB15,163,Initial
C1,0,6/12/19 9:46,0,2.23,0.37,2.39,0.72,4.99,80.49,0,26.44,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.23,0.38,2.58,0.75,5.19,80.26,0,26.4,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.17,0.06,2.75,0.73,4.99,80.2,0.03,26.41,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.04,0.14,2.85,0.77,5.03,80.33,0.02,26.41,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.24,0.38,2.38,0.75,5,80.31,0.02,26.42,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.22,0.11,2.73,0.73,5.07,80.45,-0.01,26.42,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.15,0.12,2.8,0.76,5.07,80.26,0.03,26.43,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.31,0.28,2.44,0.7,5.03,80.35,-0.01,26.43,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.01,0,2.84,0.76,4.85,80.42,0.01,26.44,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.01,0.17,2.78,0.74,4.96,80.46,0.01,26.44,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.09,0.22,2.56,0.75,4.87,80.49,0,26.45,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.23,0.36,2.52,0.73,5.1,80.38,0.02,26.46,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2,0,2.84,0.77,4.84,80.29,0.01,26.45,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.4,0.51,2.46,0.74,5.37,80.35,0,26.46,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.15,0.45,2.4,0.71,5,80.5,0.01,26.45,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.29,0.31,2.56,0.73,5.15,80.48,0.02,26.45,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.08,0.18,2.66,0.73,4.92,80.46,0.01,26.46,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.15,0.38,2.44,0.72,4.97,80.35,0.01,26.45,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.16,0.06,2.68,0.74,4.9,80.49,-0.01,26.46,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.18,0.31,2.63,0.76,5.12,80.41,0.01,26.45,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.24,0.47,2.32,0.72,5.04,80.57,0,26.45,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.37,0.36,2.36,0.73,5.09,80.4,0.01,26.46,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.13,0.17,2.68,0.75,4.98,80.5,0.01,26.46,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.38,0.61,2.33,0.74,5.32,80.38,0.01,26.47,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.05,0,3.03,0.75,5.08,80.5,0.02,26.47,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.27,0.38,2.49,0.73,5.15,80.43,0.02,26.46,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.31,0.1,2.69,0.75,5.11,80.39,0,26.48,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.09,0.19,2.81,0.73,5.09,80.52,0.03,26.47,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.14,0.31,2.65,0.73,5.1,80.38,0,26.48,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.21,0.31,2.65,0.7,5.16,80.49,-0.02,26.48,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.32,0.34,2.6,0.72,5.26,80.57,0,26.47,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.22,0.42,2.4,0.72,5.03,80.45,0,26.49,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.25,0.39,2.45,0.71,5.09,80.54,0.02,26.49,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,1.91,0.04,2.87,0.74,4.82,80.59,0.03,26.48,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.33,0.45,2.37,0.71,5.15,80.53,0.03,26.49,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:48,0,2.32,0.56,2.27,0.75,5.15,80.58,0.02,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.22,0.45,2.38,0.72,5.06,80.58,-0.01,26.49,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.04,0.36,2.58,0.73,4.98,80.56,0.02,26.5,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,1.99,0,2.93,0.76,4.92,80.44,0.01,26.49,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.17,0.57,2.28,0.69,5.01,80.58,0,26.49,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.19,0.34,2.52,0.74,5.05,80.56,0.02,26.5,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.17,0.33,2.55,0.71,5.05,80.45,-0.01,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.16,0.26,2.63,0.74,5.06,80.5,0.01,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.44,0.76,2.08,0.74,5.27,80.51,0,26.49,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.23,0.26,2.72,0.72,5.21,80.51,-0.01,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.14,0.09,2.73,0.76,4.96,80.5,0.01,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.15,0.48,2.37,0.69,5,80.65,0,26.5,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,1.93,0.12,2.95,0.75,5.01,80.47,0,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.07,0.16,2.69,0.76,4.92,80.46,0.01,26.5,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.11,0.27,2.62,0.72,5.01,80.53,0,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.26,0.39,2.41,0.73,5.06,80.53,0.01,26.5,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.12,0.24,2.59,0.73,4.95,80.55,0,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.18,0.35,2.49,0.74,5.02,80.4,0.01,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.13,0.45,2.41,0.72,4.99,80.54,-0.01,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.21,0.32,2.47,0.72,5,80.56,0.02,26.5,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.33,0.19,2.55,0.75,5.07,80.44,-0.01,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.09,0.21,2.61,0.74,4.91,80.54,0,26.52,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.27,0.39,2.54,0.76,5.2,80.31,0.03,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.23,0.33,2.37,0.75,4.93,80.42,-0.02,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,1.99,0.11,2.8,0.76,4.9,80.36,0,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,1.99,0.3,2.54,0.75,4.82,80.65,0.01,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.13,0.36,2.55,0.74,5.04,80.43,-0.02,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.16,0.39,2.38,0.71,4.93,80.54,0.01,26.52,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.16,0.27,2.66,0.74,5.09,80.51,0.02,26.52,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.09,0.35,2.42,0.72,4.86,80.49,0.01,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.16,0.48,2.37,0.71,5.02,80.46,0.03,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.07,0.26,2.57,0.75,4.89,80.43,-0.01,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.01,0.12,2.69,0.74,4.82,80.52,0.02,26.52,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.27,0.38,2.52,0.73,5.16,80.52,0.02,26.52,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.23,0.5,2.4,0.73,5.13,80.49,0.02,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.4,0.49,2.29,0.72,5.18,80.52,0,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.17,0.5,2.44,0.7,5.12,80.38,0,26.52,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.2,0.51,2.49,0.73,5.19,80.45,0,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.18,0.36,2.53,0.73,5.07,80.52,0,26.52,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.25,0.39,2.45,0.74,5.1,80.33,0,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.33,0.3,2.52,0.75,5.16,80.47,0,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.14,0.4,2.54,0.72,5.08,80.48,0,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.37,0.46,2.31,0.71,5.15,80.48,-0.01,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.16,0.24,2.71,0.74,5.1,80.4,-0.01,26.52,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2,0.19,2.75,0.71,4.93,80.48,0,26.52,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.16,0.33,2.45,0.74,4.94,80.55,0.02,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.14,0.26,2.58,0.72,4.97,80.42,0.01,26.51,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:49,0,2.01,0,2.77,0.78,4.78,80.36,0.01,26.52,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:50,0,2.2,0.25,2.6,0.73,5.04,80.5,0.03,26.52,6/12/19,SB15,163,Initial
C2,0,6/12/19 9:50,0,2.18,0.23,2.49,0.76,4.89,80.49,0.03,26.52,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.2,0.22,2.68,0.72,5.1,80.53,0,26.45,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.31,0.28,2.7,0.74,5.29,80.31,-0.01,26.44,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.44,0.25,2.75,0.72,5.44,80.34,-0.02,26.46,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.27,0.27,2.75,0.73,5.28,80.5,-0.02,26.46,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.32,0.33,2.73,0.74,5.38,80.4,-0.01,26.46,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.19,0.08,2.88,0.74,5.14,80.3,-0.02,26.46,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.38,0.48,2.43,0.73,5.29,80.45,0,26.46,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.36,0.36,2.57,0.75,5.29,80.51,0.02,26.47,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.64,0.67,2.18,0.71,5.49,80.43,0.01,26.49,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.22,0.29,2.6,0.72,5.12,80.49,0.01,26.48,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.15,0.34,2.74,0.75,5.23,80.54,0,26.49,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.28,0.43,2.62,0.75,5.32,80.46,0.02,26.48,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.39,0.54,2.38,0.7,5.31,80.43,0.01,26.49,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.31,0.45,2.6,0.7,5.36,80.5,-0.02,26.49,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.43,0.52,2.42,0.73,5.37,80.44,-0.01,26.5,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.22,0.27,2.64,0.73,5.14,80.53,0,26.5,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.22,0.42,2.67,0.7,5.3,80.5,-0.01,26.5,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.38,0.32,2.56,0.74,5.25,80.46,0,26.51,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.27,0.49,2.52,0.74,5.28,80.34,0.01,26.51,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.22,0.53,2.5,0.74,5.25,80.49,-0.01,26.51,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.53,0.43,2.33,0.7,5.29,80.5,0,26.51,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.33,0.54,2.39,0.74,5.26,80.41,0.01,26.52,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.22,0.39,2.46,0.73,5.08,80.61,0.02,26.52,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:51,0,2.27,0.44,2.55,0.71,5.26,80.38,0.01,26.51,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:52,0,2.29,0.28,2.61,0.72,5.18,80.4,0,26.51,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:52,0,2.39,0.47,2.42,0.72,5.27,80.3,-0.03,26.51,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:52,0,2.15,0.24,2.68,0.74,5.07,80.54,-0.01,26.52,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:52,0,2.36,0.69,2.22,0.7,5.27,80.62,-0.01,26.52,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:52,0,2.31,0.42,2.6,0.76,5.32,80.4,0,26.51,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:52,0,2.18,0.52,2.43,0.68,5.13,80.52,-0.02,26.52,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:52,0,2.24,0.31,2.66,0.74,5.21,80.53,0.01,26.52,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:52,0,2.24,0.18,2.63,0.73,5.05,80.58,0.02,26.52,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:52,0,2.44,0.7,2.32,0.71,5.46,80.45,0,26.52,6/12/19,SB15,163,Initial
C3,0,6/12/19 9:52,0,2.31,0.44,2.64,0.71,5.39,80.35,0.01,26.52,6/12/19,SB15,163,Initial
