Query_gene_name	Query_gene_annotation	Reference_Name_lauren	Reference_Name_antiSMASH	Not_in_Lauren	Not_in_antiSMASH	Both_match	Main_Product	Biosynthetic_Class	Organism	Gene	New_BGC_name	gene_type	pos_in_bgc	core_genes	genes_in_bgc
GMBOIL_09430	ABC-type uncharacterized transport system, permease and ATPase components	ABV79989.1_apnE_PlanktothrixagardhiiNIVA-CYA126/8_anabaenopeptin908,anabaenopeptin915	LE1912_anabaenopeptin_O9329_10860	FALSE	FALSE	TRUE	anabaenopeptin 908, anabaenopeptin 915	NRP	Planktothrix agardhii NIVA-CYA 126/8	apnE	Anabaenopeptin-Planktothrix	transport	5	4	5
GMBOIL_17990	type 2 isopentenyl-diphosphate Delta-isomerase	ACM68685.1_aerK_MicrocystisaeruginosaNIES-98_aeruginosin98-A,aeruginosin98-B,aeruginosin98-C	NA	FALSE	TRUE	FALSE	aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C	NRP	Microcystis aeruginosa NIES-98	aerK	Aeruginosin-Microcystis	other	4	3	14
GMBOIL_17995	Bacilysin biosynthesis BacA-like protein	ACM68686.1_aerD_MicrocystisaeruginosaNIES-98_aeruginosin98-A,aeruginosin98-B,aeruginosin98-C	NA	FALSE	TRUE	FALSE	aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C	NRP	Microcystis aeruginosa NIES-98	aerD	Aeruginosin-Microcystis	other	5	3	14
GMBOIL_20775	hypothetical protein	AED99440.1_AED99440.1_PlanktothrixagardhiiNIES-596_prenylagaramideB,prenylagaramideC	NA	FALSE	TRUE	FALSE	prenylagaramide B, prenylagaramide C	Lanthipeptide	Planktothrix agardhii NIES-596	AED99440.1	Prenylagaramide-Planktothrix	other	17	2	23
GMBOIL_20780	DUF497 domain-containing protein	AED99441.1_AED99441.1_PlanktothrixagardhiiNIES-596_prenylagaramideB,prenylagaramideC	NA	FALSE	TRUE	FALSE	prenylagaramide B, prenylagaramide C	Lanthipeptide	Planktothrix agardhii NIES-596	AED99441.1	Prenylagaramide-Planktothrix	other	18	2	23
GMBOIL_16855	cyanobactin biosynthesis system PatB/AcyB/McaB family protein	AFK79994.1_pirB_MicrocystisaeruginosaPCC7005_piricyclamide7005E1,piricyclamide7005E2,piricyclamide7005E3,piricyclamide7005E4	LE1912_trichamide_O9329_19190	FALSE	FALSE	TRUE	piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4	RiPP	Microcystis aeruginosa PCC 7005	pirB	Piricyclamide-Microcystis	other	8	2	12
GMBOIL_15660	hypothetical protein	BAW32336.1_ORFM2_MicrocystisaeruginosaNIES-87_kasumigamide	NA	FALSE	TRUE	FALSE	kasumigamide	NRP, Polyketide	Microcystis aeruginosa NIES-87	ORFM2	Kasumigamide-Microcystis	other	6	3	6
GMBOIL_00555	Microviridin	CAQ16116.1_mdnA_MicrocystisaeruginosaNIES-298_microviridinB	LE1912_microviridinB_O9329_00625	FALSE	FALSE	TRUE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnA	Microviridin B-Microcystis	core	1	1	5
GMBOIL_00550	MvdC family ATP-grasp ribosomal peptide maturase	CAQ16117.1_mdnB_MicrocystisaeruginosaNIES-298_microviridinB	LE1912_microviridinB_O9329_00620	FALSE	FALSE	TRUE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnB	Microviridin B-Microcystis	other	2	1	5
GMBOIL_00545	MvdD family ATP-grasp ribosomal peptide maturase	CAQ16118.1_mdnC_MicrocystisaeruginosaNIES-298_microviridinB	LE1912_microviridinB_O9329_00615	FALSE	FALSE	TRUE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnC	Microviridin B-Microcystis	other	3	1	5
GMBOIL_00540	N-acetyltransferase	CAQ16119.1_mdnD_MicrocystisaeruginosaNIES-298_microviridinB	LE1912_microviridinB_O9329_00610	FALSE	FALSE	TRUE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnD	Microviridin B-Microcystis	additional	4	1	5
GMBOIL_00535	ABC transporter	CAQ16120.1_mdnE_MicrocystisaeruginosaNIES-298_microviridinB	LE1912_microviridinB_O9329_00605	FALSE	FALSE	TRUE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnE	Microviridin B-Microcystis	transport	5	1	5
GMBOIL_03180	AMP-dependent synthetase	MBE8994627.1_IQ234_09865_MicrocystisaeruginosaLEGE91341_microginin	LE1912_microginin_O9329_03615	FALSE	FALSE	TRUE	microginin	NRP, Polyketide	Microcystis aeruginosa LEGE 91341	IQ234_09865	Microginin-Microcystis	additional	1	3	7
GMBOIL_03185	phosphopantetheine-binding protein	MBE8994628.1_IQ234_09870_MicrocystisaeruginosaLEGE91341_microginin	LE1912_microginin_O9329_03620	FALSE	FALSE	TRUE	microginin	NRP, Polyketide	Microcystis aeruginosa LEGE 91341	IQ234_09870	Microginin-Microcystis	additional	2	3	7
GMBOIL_03190	hypothetical protein	MBE8994629.1_IQ234_09875_MicrocystisaeruginosaLEGE91341_microginin	LE1912_microginin_O9329_03625	FALSE	FALSE	TRUE	microginin	NRP, Polyketide	Microcystis aeruginosa LEGE 91341	IQ234_09875	Microginin-Microcystis	other	3	3	7
GMBOIL_16560	Phosphopantetheine attachment site family protein	MBE8994632.1_IQ234_09890_MicrocystisaeruginosaLEGE91341_microginin	NA	FALSE	TRUE	FALSE	microginin	NRP, Polyketide	Microcystis aeruginosa LEGE 91341	IQ234_09890	Microginin-Microcystis	core	6	3	7
GMBOIL_16555	ABC transporter	MBE8994633.1_IQ234_09895_MicrocystisaeruginosaLEGE91341_microginin	NA	FALSE	TRUE	FALSE	microginin	NRP, Polyketide	Microcystis aeruginosa LEGE 91341	IQ234_09895	Microginin-Microcystis	transport	7	3	7
GMBOIL_09435	non-ribosomal peptide synthetase	ctg105_10_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10865	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_10	Anabaenopeptin-Microcystis aeruginosa WLECC	core	10	5	16
GMBOIL_09440	D-alanine--poly(phosphoribitol) ligase subunit DltA	ctg105_11_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10870	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_11	Anabaenopeptin-Microcystis aeruginosa WLECC	core	11	5	16
GMBOIL_09445	non-ribosomal peptide synthetase	ctg105_12_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10875	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_12	Anabaenopeptin-Microcystis aeruginosa WLECC	core	12	5	16
GMBOIL_09450	D-alanine--poly(phosphoribitol) ligase subunit DltA	ctg105_13_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10880	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_13	Anabaenopeptin-Microcystis aeruginosa WLECC	core	13	5	16
GMBOIL_09455	2-isopropylmalate synthase	ctg105_14_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10885	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_14	Anabaenopeptin-Microcystis aeruginosa WLECC	core	14	5	16
GMBOIL_09460	3-isopropylmalate dehydrogenase	ctg105_15_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10890	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_15	Anabaenopeptin-Microcystis aeruginosa WLECC	other	15	5	16
GMBOIL_09465	homoaconitate hydratase family protein	ctg105_16_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10900	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_16	Anabaenopeptin-Microcystis aeruginosa WLECC	other	16	5	16
GMBOIL_09390	Phosphate-starvation-inducible E family	ctg105_2_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10820	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_2	Anabaenopeptin-Microcystis aeruginosa WLECC	other	2	5	16
GMBOIL_09395	flavin oxidoreductase	ctg105_3_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10825	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_3	Anabaenopeptin-Microcystis aeruginosa WLECC	additional	3	5	16
GMBOIL_09400	hypothetical protein	ctg105_4_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10830	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_4	Anabaenopeptin-Microcystis aeruginosa WLECC	other	4	5	16
GMBOIL_09405	hypothetical protein	ctg105_5_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10835	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_5	Anabaenopeptin-Microcystis aeruginosa WLECC	other	5	5	16
GMBOIL_09410	DUF1995 domain-containing protein	ctg105_6_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10840	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_6	Anabaenopeptin-Microcystis aeruginosa WLECC	other	6	5	16
GMBOIL_09420	SnoaL-like domain-containing protein	ctg105_7_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10850	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_7	Anabaenopeptin-Microcystis aeruginosa WLECC	additional	7	5	16
GMBOIL_09425	histidinol-phosphate transaminase	ctg105_8_Anabaenopeptin_16_0	LE1912_anabaenopeptin_O9329_10855	FALSE	FALSE	TRUE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_8	Anabaenopeptin-Microcystis aeruginosa WLECC	additional	8	5	16
GMBOIL_15165	IS4 family transposase	ctg115_1_Cyanobactin_90_0	LE1912_piricyclamide_O9329_09325	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg115_1	Cyanobactin-Microcystis aeruginosa WLECC	other	1	1	3
GMBOIL_08120	Serine/threonine-protein kinase PK-1	ctg115_2_Cyanobactin_90_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg115_2	Cyanobactin-Microcystis aeruginosa WLECC	core	2	1	3
GMBOIL_10165	DNA-binding response regulator	ctg13_10_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_10	Cyanobactin-Microcystis aeruginosa WLECC	regulatory	10	1	13
GMBOIL_10170	protein tyrosine phosphatase	ctg13_11_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_11	Cyanobactin-Microcystis aeruginosa WLECC	other	11	1	13
GMBOIL_10175	hypothetical protein	ctg13_12_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_12	Cyanobactin-Microcystis aeruginosa WLECC	other	12	1	13
GMBOIL_10180	hypothetical protein	ctg13_13_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_13	Cyanobactin-Microcystis aeruginosa WLECC	other	13	1	13
GMBOIL_16850	peptidase S8	ctg13_1_Cyanobactin_64_0	LE1912_trichamide_O9329_19185	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_1	Cyanobactin-Microcystis aeruginosa WLECC	core	1	1	13
GMBOIL_16845	Putative restriction endonuclease	ctg13_2_Cyanobactin_64_0	LE1912_trichamide_O9329_19180	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_2	Cyanobactin-Microcystis aeruginosa WLECC	other	2	1	13
GMBOIL_04460	Domain of unknown function DUF29	ctg13_3_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_3	Cyanobactin-Microcystis aeruginosa WLECC	other	3	1	13
GMBOIL_00155	hypothetical protein	ctg13_4_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_4	Cyanobactin-Microcystis aeruginosa WLECC	other	4	1	13
GMBOIL_04455	transposase	ctg13_6_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_6	Cyanobactin-Microcystis aeruginosa WLECC	other	6	1	13
GMBOIL_10150	imidazole glycerol phosphate synthase subunit HisH	ctg13_7_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_7	Cyanobactin-Microcystis aeruginosa WLECC	other	7	1	13
GMBOIL_10155	ABC transporter ATP-binding protein	ctg13_8_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_8	Cyanobactin-Microcystis aeruginosa WLECC	transport	8	1	13
GMBOIL_10160	branched-chain amino acid ABC transporter permease	ctg13_9_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_9	Cyanobactin-Microcystis aeruginosa WLECC	other	9	1	13
GMBOIL_10315	allophycocyanin subunit beta	ctg16_4_samp_4380_82358_NRPS-like	NA	FALSE	TRUE	FALSE	NRP	NRPS	Dolichospermum	ctg16_4_samp_4380	NRPS2_WLEADA	other	4	1	31
GMBOIL_17670	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	ctg1_9_samp_4305_554341_lanthipeptide-class-v	NA	FALSE	TRUE	FALSE	Lanthipeptide	Lanthipeptide	Dolichospermum	ctg1_9_samp_4305	Lanthipeptide_WLEADA	other	9	3	30
GMBOIL_19955	hypothetical protein	ctg20_15_NRPS-T1PKS_26_0	NA	FALSE	TRUE	FALSE	NRPS-T1PKS	NRP, Polyketide	Microcystis aeruginosa WLECC	ctg20_15	NRPS-T1PKS-Microcystis aeruginosa WLECC	additional	15	3	15
GMBOIL_01415	rhodanese-related sulfurtransferase	ctg20_3_samp_2073_1151163_NRPS	NA	FALSE	TRUE	FALSE	NRP	NRPS	Dolichospermum	ctg20_3_samp_2073	NRPS3_WLEADA	additional	3	2	28
GMBOIL_17915	phytoene synthase	ctg27_10_T1PKS-Terpene_11_0	LE1912_terpene_O9329_20440	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_10	T1PKS-Terpene-Microcystis aeruginosa WLECC	core	10	2	42
GMBOIL_17920	hypothetical protein	ctg27_11_T1PKS-Terpene_11_0	LE1912_terpene_O9329_20445	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_11	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	11	2	42
GMBOIL_00390	Similarity	ctg27_12_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_12	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	12	2	42
GMBOIL_10285	pirin family protein	ctg27_13_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_13	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	13	2	42
GMBOIL_11975	lipoprotein NlpI	ctg27_2_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_2	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	2	2	42
GMBOIL_18635	Transposase	ctg27_30_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_30	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	30	2	42
GMBOIL_06615	ABC transporter permease	ctg27_32_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_32	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	32	2	42
GMBOIL_06620	hypothetical protein	ctg27_33_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_33	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	33	2	42
GMBOIL_00455	phosphoadenosine phosphosulfate reductase	ctg27_34_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_34	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	34	2	42
GMBOIL_00460	hydrolase	ctg27_35_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_35	T1PKS-Terpene-Microcystis aeruginosa WLECC	additional	35	2	42
GMBOIL_00485	BrnT family toxin	ctg27_37_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_37	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	37	2	42
GMBOIL_00490	hypothetical protein	ctg27_38_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_38	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	38	2	42
GMBOIL_00470	hypothetical protein	ctg27_39_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_39	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	39	2	42
GMBOIL_11980	DEAD/DEAH box helicase	ctg27_3_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_3	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	3	2	42
GMBOIL_00500	GTPase	ctg27_40_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_40	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	40	2	42
GMBOIL_00505	3'(2'),5'-bisphosphate nucleotidase CysQ	ctg27_41_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_41	T1PKS-Terpene-Microcystis aeruginosa WLECC	additional	41	2	42
GMBOIL_05500	GGDEF domain-containing protein	ctg27_4_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_4	T1PKS-Terpene-Microcystis aeruginosa WLECC	regulatory	4	2	42
GMBOIL_05495	ABC transporter substrate-binding protein	ctg27_5_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_5	T1PKS-Terpene-Microcystis aeruginosa WLECC	additional	5	2	42
GMBOIL_24545	Tetratricopeptide TPR_1 repeat-containing protein	ctg27_6_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_6	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	6	2	42
GMBOIL_24550	Sulfur deprivation response regulator	ctg27_7_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_7	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	7	2	42
GMBOIL_17905	magnesium-transporting ATPase	ctg27_8_T1PKS-Terpene_11_0	LE1912_terpene_O9329_20430	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_8	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	8	2	42
GMBOIL_17910	15-cis-phytoene desaturase	ctg27_9_T1PKS-Terpene_11_0	LE1912_terpene_O9329_20435	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_9	T1PKS-Terpene-Microcystis aeruginosa WLECC	additional	9	2	42
GMBOIL_07200	hypothetical protein	ctg28_1_RiPP-like_84_0	NA	FALSE	TRUE	FALSE	RiPP-like	RiPP	Microcystis aeruginosa WLECC	ctg28_1	RiPP-like-Microcystis aeruginosa WLECC	other	1	1	7
GMBOIL_08810	Dolichyl-phosphate-mannose-protein mannosyltransferase	ctg28_2_RiPP-like_84_0	LE1912_RiPP_like_O9329_10140	FALSE	FALSE	TRUE	RiPP-like	RiPP	Microcystis aeruginosa WLECC	ctg28_2	RiPP-like-Microcystis aeruginosa WLECC	other	2	1	7
GMBOIL_08815	glycogen debranching protein	ctg28_3_RiPP-like_84_0	LE1912_RiPP_like_O9329_10145	FALSE	FALSE	TRUE	RiPP-like	RiPP	Microcystis aeruginosa WLECC	ctg28_3	RiPP-like-Microcystis aeruginosa WLECC	other	3	1	7
GMBOIL_08825	Transposase	ctg28_4_RiPP-like_84_0	LE1912_RiPP_like_O9329_10150	FALSE	FALSE	TRUE	RiPP-like	RiPP	Microcystis aeruginosa WLECC	ctg28_4	RiPP-like-Microcystis aeruginosa WLECC	other	4	1	7
GMBOIL_08830	hypothetical protein	ctg28_5_RiPP-like_84_0	LE1912_RiPP_like_O9329_10165	FALSE	FALSE	TRUE	RiPP-like	RiPP	Microcystis aeruginosa WLECC	ctg28_5	RiPP-like-Microcystis aeruginosa WLECC	other	5	1	7
GMBOIL_08835	hypothetical protein	ctg28_6_RiPP-like_84_0	LE1912_RiPP_like_O9329_10170	FALSE	FALSE	TRUE	RiPP-like	RiPP	Microcystis aeruginosa WLECC	ctg28_6	RiPP-like-Microcystis aeruginosa WLECC	other	6	1	7
GMBOIL_08840	hypothetical protein	ctg28_7_RiPP-like_84_0	LE1912_RiPP_like_O9329_10175	FALSE	FALSE	TRUE	RiPP-like	RiPP	Microcystis aeruginosa WLECC	ctg28_7	RiPP-like-Microcystis aeruginosa WLECC	core	7	1	7
GMBOIL_00385	hypothetical protein	ctg30_10_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_10	Novel-T3PKS-Microcystis aeruginosa WLECC	other	10	1	18
GMBOIL_00380	WD40 repeat domain-containing protein	ctg30_11_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_11	Novel-T3PKS-Microcystis aeruginosa WLECC	other	11	1	18
GMBOIL_00375	ribonuclease III	ctg30_12_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_12	Novel-T3PKS-Microcystis aeruginosa WLECC	other	12	1	18
GMBOIL_14925	alpha/beta hydrolase	ctg30_13_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_13	Novel-T3PKS-Microcystis aeruginosa WLECC	additional	13	1	18
GMBOIL_13905	hypothetical protein	ctg30_14_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_14	Novel-T3PKS-Microcystis aeruginosa WLECC	transport	14	1	18
GMBOIL_16665	DUF1957 domain-containing protein	ctg30_15_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_15	Novel-T3PKS-Microcystis aeruginosa WLECC	other	15	1	18
