"ref_genotype","gene_name","bgc_name"
"LE19-84","FMDALA_10055","Microcystin_LR"
"LE19-84","FMDALA_10060","Microcystin_LR"
"LE19-84","FMDALA_10065","Microcystin_LR"
"LE19-84","FMDALA_10070","Microcystin_LR"
"LE19-84","FMDALA_10075","Microcystin_LR"
"LE19-84","FMDALA_10080","Microcystin_LR"
"LE19-84","FMDALA_10085","Microcystin_LR"
"LE19-84","FMDALA_10090","Microcystin_LR"
"LE19-84","FMDALA_10095","Microcystin_LR"
"LE19-84","FMDALA_10100","Microcystin_LR"
"LE19-84","FMDALA_10105","Microcystin_LR"
"LE19-84","FMDALA_10110","Microcystin_LR"
"LE19-84","FMDALA_10115","Microcystin_LR"
"LE19-84","FMDALA_10120","Microcystin_LR"
"LE19-84","FMDALA_10125","Microcystin_LR"
"LE19-84","FMDALA_11045","Microcystin_LR"
"LE19-84","FMDALA_09345","Micropeptin_K139"
"LE19-84","FMDALA_20160","Micropeptin_K139"
"LE19-84","FMDALA_20165","Micropeptin_K139"
"LE19-84","FMDALA_20170","Micropeptin_K139"
"LE19-84","FMDALA_20175","Micropeptin_K139"
"LE19-84","FMDALA_20180","Micropeptin_K139"
"LE19-84","FMDALA_20185","Micropeptin_K139"
"LE19-84","FMDALA_20190","Micropeptin_K139"
"LE19-84","FMDALA_20195","Micropeptin_K139"
"LE19-84","FMDALA_20200","Micropeptin_K139"
"LE19-84","FMDALA_20205","Micropeptin_K139"
"LE19-84","FMDALA_20210","Micropeptin_K139"
"LE19-84","FMDALA_20215","Micropeptin_K139"
"LE19-84","FMDALA_20220","Micropeptin_K139"
"LE19-84","FMDALA_20225","Micropeptin_K139"
"LE19-84","FMDALA_20230","Micropeptin_K139"
"LE19-84","FMDALA_20235","Micropeptin_K139"
"LE19-84","FMDALA_20240","Micropeptin_K139"
"LE19-84","FMDALA_20245","Micropeptin_K139"
"LE19-84","FMDALA_21615","Micropeptin_K139"
"LE19-84","FMDALA_21620","Micropeptin_K139"
"LE19-84","FMDALA_21865","Micropeptin_K139"
"LE19-84","FMDALA_21870","Micropeptin_K139"
"LE19-84","FMDALA_21880","Micropeptin_K139"
"LE19-84","FMDALA_23395","Micropeptin_K139"
"LE19-84","FMDALA_05445","Miscellaneous"
"LE19-84","FMDALA_23545","Miscellaneous"
"LE19-84","FMDALA_05090","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_05095","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_05100","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_05110","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_05115","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_05120","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_07745","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_07750","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_07925","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_12305","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_12315","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_12320","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_12325","Novel_T3PKS_ctg30"
"LE19-84","FMDALA_00475","NRPS_like_ctg36"
"LE19-84","FMDALA_00485","NRPS_like_ctg36"
"LE19-84","FMDALA_00490","NRPS_like_ctg36"
"LE19-84","FMDALA_00500","NRPS_like_ctg36"
"LE19-84","FMDALA_00505","NRPS_like_ctg36"
"LE19-84","FMDALA_16100","NRPS_like_ctg36"
"LE19-84","FMDALA_16105","NRPS_like_ctg36"
"LE19-84","FMDALA_23050","NRPS_like_ctg36"
"LE19-84","FMDALA_23055","NRPS_like_ctg36"
"LE19-84","FMDALA_16780","NRPS_T1PKS_ctg20"
"LE19-84","FMDALA_16790","NRPS_T1PKS_ctg20"
"LE19-84","FMDALA_16795","NRPS_T1PKS_ctg20"
"LE19-84","FMDALA_22455","Spliceotide_LE1984_ctg207"
"LE19-84","FMDALA_22460","Spliceotide_LE1984_ctg207"
"LE19-84","FMDALA_22465","Spliceotide_LE1984_ctg207"
"LE19-84","FMDALA_22470","Spliceotide_LE1984_ctg207"
"LE19-84","FMDALA_22475","Spliceotide_LE1984_ctg207"
"LE19-84","FMDALA_22480","Spliceotide_LE1984_ctg207"
"LE19-84","FMDALA_22485","Spliceotide_LE1984_ctg207"
"LE19-84","FMDALA_22490","Spliceotide_LE1984_ctg207"
"LE19-84","FMDALA_22495","Spliceotide_LE1984_ctg207"
"LE19-84","FMDALA_09385","T1PKS_ctg71"
"LE19-84","FMDALA_09390","T1PKS_ctg71"
"LE19-84","FMDALA_09395","T1PKS_ctg71"
"LE19-84","FMDALA_09400","T1PKS_ctg71"
"LE19-84","FMDALA_23005","T1PKS_ctg71"
"LE19-84","FMDALA_23010","T1PKS_ctg71"
"LE19-84","FMDALA_23015","T1PKS_ctg71"
"LE19-84","FMDALA_23020","T1PKS_ctg71"
"LE19-84","FMDALA_01970","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_01975","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_09375","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_15580","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_15585","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_15590","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_15595","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_15600","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_15605","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_17410","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_17415","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_17420","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_17425","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_17430","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_17435","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_17440","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_17450","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_17455","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_22125","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_22130","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_22135","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_22140","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_22145","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_22150","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_22155","T1PKS_Terpene_ctg27"
"LE19-84","FMDALA_08260","T3PKS_Merocyclophane"
"LE19-84","FMDALA_09310","T3PKS_Merocyclophane"
"LE19-84","FMDALA_10740","T3PKS_Merocyclophane"
"LE19-84","FMDALA_16125","T3PKS_Merocyclophane"
"LE19-84","FMDALA_16130","T3PKS_Merocyclophane"
"LE19-84","FMDALA_17705","T3PKS_Merocyclophane"
"LE19-84","FMDALA_17710","T3PKS_Merocyclophane"
"LE19-84","FMDALA_17715","T3PKS_Merocyclophane"
"LE19-84","FMDALA_17720","T3PKS_Merocyclophane"
"LE19-84","FMDALA_17725","T3PKS_Merocyclophane"
"LE19-84","FMDALA_17730","T3PKS_Merocyclophane"
"LE19-84","FMDALA_17735","T3PKS_Merocyclophane"
"LE19-84","FMDALA_17740","T3PKS_Merocyclophane"
"LE19-84","FMDALA_17745","T3PKS_Merocyclophane"
"LE19-84","FMDALA_17750","T3PKS_Merocyclophane"
"LE19-84","FMDALA_17755","T3PKS_Merocyclophane"
"LE19-84","FMDALA_17760","T3PKS_Merocyclophane"
"LE19-84","FMDALA_19695","T3PKS_Merocyclophane"
"LE19-84","FMDALA_19700","T3PKS_Merocyclophane"
"LE19-84","FMDALA_19705","T3PKS_Merocyclophane"
"LE19-84","FMDALA_19715","T3PKS_Merocyclophane"
"LE19-84","FMDALA_19720","T3PKS_Merocyclophane"
"LE19-84","FMDALA_03395","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03400","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03405","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03410","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03415","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03420","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03425","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03430","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03435","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03440","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03445","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03450","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03455","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03460","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03465","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03470","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03475","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03480","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03485","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_03490","Terpene_LE1984_ctg426"
"LE19-84","FMDALA_00045","Terpene_LE1984_ctg451"
"LE19-84","FMDALA_00050","Terpene_LE1984_ctg451"
"LE19-84","FMDALA_00055","Terpene_LE1984_ctg451"
"LE19-84","FMDALA_00060","Terpene_LE1984_ctg451"
"LE19-84","FMDALA_00065","Terpene_LE1984_ctg451"
"LE19-84","FMDALA_00075","Terpene_LE1984_ctg451"
"LE19-84","FMDALA_00080","Terpene_LE1984_ctg451"
"LE19-84","FMDALA_00085","Terpene_LE1984_ctg451"
"LE19-84","FMDALA_00090","Terpene_LE1984_ctg451"
"LE19-84","FMDALA_00095","Terpene_LE1984_ctg451"
"LE19-84","FMDALA_00100","Terpene_LE1984_ctg451"
"LE19-84","FMDALA_00105","Terpene_LE1984_ctg451"
"LE19-84","FMDALA_00110","Terpene_LE1984_ctg451"
