"ref_genotype","gene_name","bgc_name"
"LE19-114","OCDKLD_02415","Anabaenopeptin_ctg105"
"LE19-114","OCDKLD_02420","Anabaenopeptin_ctg105"
"LE19-114","OCDKLD_02425","Anabaenopeptin_ctg105"
"LE19-114","OCDKLD_02430","Anabaenopeptin_ctg105"
"LE19-114","OCDKLD_05360","Bartoloside_like_T1PKS_ctg34"
"LE19-114","OCDKLD_09950","Bartoloside_like_T1PKS_ctg34"
"LE19-114","OCDKLD_10025","Bartoloside_like_T1PKS_ctg34"
"LE19-114","OCDKLD_10245","Bartoloside_like_T1PKS_ctg34"
"LE19-114","OCDKLD_11925","Bartoloside_like_T1PKS_ctg34"
"LE19-114","OCDKLD_11930","Bartoloside_like_T1PKS_ctg34"
"LE19-114","OCDKLD_13545","Bartoloside_like_T1PKS_ctg34"
"LE19-114","OCDKLD_08205","Cyanobactin_ctg13"
"LE19-114","OCDKLD_08210","Cyanobactin_ctg13"
"LE19-114","OCDKLD_08215","Cyanobactin_ctg13"
"LE19-114","OCDKLD_08220","Cyanobactin_ctg13"
"LE19-114","OCDKLD_08225","Cyanobactin_ctg13"
"LE19-114","OCDKLD_08230","Cyanobactin_ctg13"
"LE19-114","OCDKLD_08235","Cyanobactin_ctg13"
"LE19-114","OCDKLD_05380","Cyanobactin_ctg39"
"LE19-114","OCDKLD_05385","Cyanobactin_ctg39"
"LE19-114","OCDKLD_05390","Cyanobactin_ctg39"
"LE19-114","OCDKLD_05395","Cyanobactin_ctg39"
"LE19-114","OCDKLD_05400","Cyanobactin_ctg39"
"LE19-114","OCDKLD_07975","Cyanobactin_ctg39"
"LE19-114","OCDKLD_07985","Cyanobactin_ctg39"
"LE19-114","OCDKLD_19565","Cyanobactin_ctg39"
"LE19-114","OCDKLD_19570","Cyanobactin_ctg39"
"LE19-114","OCDKLD_14070","Lanthipeptide_ctg3"
"LE19-114","OCDKLD_14075","Lanthipeptide_ctg3"
"LE19-114","OCDKLD_14080","Lanthipeptide_ctg3"
"LE19-114","OCDKLD_14085","Lanthipeptide_ctg3"
"LE19-114","OCDKLD_14090","Lanthipeptide_ctg3"
"LE19-114","OCDKLD_14105","Lanthipeptide_ctg3"
"LE19-114","OCDKLD_14110","Lanthipeptide_ctg3"
"LE19-114","OCDKLD_16140","Lanthipeptide_ctg3"
"LE19-114","OCDKLD_18195","Lanthipeptide_ctg3"
"LE19-114","OCDKLD_18200","Lanthipeptide_ctg3"
"LE19-114","OCDKLD_18205","Lanthipeptide_ctg3"
"LE19-114","OCDKLD_01785","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_16965","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_16970","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_16975","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_16980","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_16985","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_16990","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_16995","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17000","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17005","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17010","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17015","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17020","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17025","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17030","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17035","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17040","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17045","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17050","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17055","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17060","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17065","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17070","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17075","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17080","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17085","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17090","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17095","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17100","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17105","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17110","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17115","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17120","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_17125","Lanthipeptide_ctg83"
"LE19-114","OCDKLD_02435","LAP_ctg5"
"LE19-114","OCDKLD_02440","LAP_ctg5"
"LE19-114","OCDKLD_02445","LAP_ctg5"
"LE19-114","OCDKLD_02505","LAP_ctg5"
"LE19-114","OCDKLD_06905","LAP_ctg5"
"LE19-114","OCDKLD_06910","LAP_ctg5"
"LE19-114","OCDKLD_06915","LAP_ctg5"
"LE19-114","OCDKLD_07255","Microcystin_LR"
"LE19-114","OCDKLD_07260","Microcystin_LR"
"LE19-114","OCDKLD_07265","Microcystin_LR"
"LE19-114","OCDKLD_14440","Microcystin_LR"
"LE19-114","OCDKLD_14460","Microginin"
"LE19-114","OCDKLD_14465","Microginin"
"LE19-114","OCDKLD_14470","Microginin"
"LE19-114","OCDKLD_14475","Microginin"
"LE19-114","OCDKLD_14480","Microginin"
"LE19-114","OCDKLD_14485","Microginin"
"LE19-114","OCDKLD_14490","Microginin"
"LE19-114","OCDKLD_14495","Microginin"
"LE19-114","OCDKLD_11690","MicroviridinB"
"LE19-114","OCDKLD_11695","MicroviridinB"
"LE19-114","OCDKLD_11700","MicroviridinB"
"LE19-114","OCDKLD_11705","MicroviridinB"
"LE19-114","OCDKLD_11710","MicroviridinB"
"LE19-114","OCDKLD_11715","MicroviridinB"
"LE19-114","OCDKLD_11720","MicroviridinB"
"LE19-114","OCDKLD_11725","MicroviridinB"
"LE19-114","OCDKLD_11730","MicroviridinB"
"LE19-114","OCDKLD_11735","MicroviridinB"
"LE19-114","OCDKLD_11740","MicroviridinB"
"LE19-114","OCDKLD_11745","MicroviridinB"
"LE19-114","OCDKLD_11750","MicroviridinB"
"LE19-114","OCDKLD_11755","MicroviridinB"
"LE19-114","OCDKLD_20945","MicroviridinB"
"LE19-114","OCDKLD_08715","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_08720","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_08725","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_08735","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_08740","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_08745","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_08750","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_08755","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09720","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09725","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09730","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09735","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09740","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09745","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09750","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09755","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09760","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09765","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09770","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09775","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09780","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09785","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09790","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09795","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09800","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09805","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09810","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09815","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09820","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_09825","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11080","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11085","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11090","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11095","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11100","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11105","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11110","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11115","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11120","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11125","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11135","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11140","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11145","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11150","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11155","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11160","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11165","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11170","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11175","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11180","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11185","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11190","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11195","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11200","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11205","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11210","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_11215","Novel_T3PKS_ctg30"
"LE19-114","OCDKLD_13065","T1PKS_ctg71"
"LE19-114","OCDKLD_13070","T1PKS_ctg71"
"LE19-114","OCDKLD_13075","T1PKS_ctg71"
"LE19-114","OCDKLD_13080","T1PKS_ctg71"
"LE19-114","OCDKLD_13085","T1PKS_ctg71"
"LE19-114","OCDKLD_13090","T1PKS_ctg71"
"LE19-114","OCDKLD_13095","T1PKS_ctg71"
"LE19-114","OCDKLD_13100","T1PKS_ctg71"
"LE19-114","OCDKLD_00785","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_04760","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_04765","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_09480","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_09490","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_09495","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_09500","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_09505","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_10250","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_10960","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_10970","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_10975","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_10980","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_10985","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_10990","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_10995","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_11000","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_11005","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_11010","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_11015","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_11020","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_11025","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_11030","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_11035","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_11040","T1PKS_terpene_ctg27"
"LE19-114","OCDKLD_00255","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00260","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00265","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00270","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00275","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00280","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00285","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00290","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00295","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00300","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00305","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00310","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00315","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00320","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00325","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00330","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00335","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00340","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00345","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00355","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_00360","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_07820","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_12925","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_16905","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_16910","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_16915","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_16920","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_16925","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_16930","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_16935","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_16940","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_16945","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_16950","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_16955","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_16960","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_17545","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_17550","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_17555","T3PKS_Merocyclophane"
"LE19-114","OCDKLD_12805","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12815","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12820","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12830","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12835","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12840","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12845","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12855","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12860","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12875","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12880","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12885","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12890","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_12895","Terpene_LE19114_ctg151"
"LE19-114","OCDKLD_05220","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05225","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05230","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05235","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05240","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05245","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05250","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05255","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05260","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05265","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05270","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05275","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05280","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05285","Terpene_LE19114_ctg64"
"LE19-114","OCDKLD_05290","Terpene_LE19114_ctg64"
