"ref_genotype","gene_name","bgc_name"
"LE19-12","GMBOIL_20865","LAP_ctg5"
"LE19-12","GMBOIL_20870","LAP_ctg5"
"LE19-12","GMBOIL_20875","LAP_ctg5"
"LE19-12","GMBOIL_20880","LAP_ctg5"
"LE19-12","GMBOIL_21465","LAP_ctg5"
"LE19-12","GMBOIL_21625","LAP_ctg5"
"LE19-12","GMBOIL_21630","LAP_ctg5"
"LE19-12","GMBOIL_21635","LAP_ctg5"
"LE19-12","GMBOIL_03180","Microginin"
"LE19-12","GMBOIL_03185","Microginin"
"LE19-12","GMBOIL_03190","Microginin"
"LE19-12","GMBOIL_03195","Microginin"
"LE19-12","GMBOIL_16555","Microginin"
"LE19-12","GMBOIL_16560","Microginin"
"LE19-12","GMBOIL_00520","MicroviridinB"
"LE19-12","GMBOIL_00525","MicroviridinB"
"LE19-12","GMBOIL_00530","MicroviridinB"
"LE19-12","GMBOIL_00535","MicroviridinB"
"LE19-12","GMBOIL_00540","MicroviridinB"
"LE19-12","GMBOIL_00545","MicroviridinB"
"LE19-12","GMBOIL_00550","MicroviridinB"
"LE19-12","GMBOIL_00555","MicroviridinB"
"LE19-12","GMBOIL_00560","MicroviridinB"
"LE19-12","GMBOIL_19390","MicroviridinK"
"LE19-12","GMBOIL_19395","MicroviridinK"
"LE19-12","GMBOIL_19405","MicroviridinK"
"LE19-12","GMBOIL_19415","MicroviridinK"
"LE19-12","GMBOIL_19420","MicroviridinK"
"LE19-12","GMBOIL_19425","MicroviridinK"
"LE19-12","GMBOIL_19430","MicroviridinK"
"LE19-12","GMBOIL_19435","MicroviridinK"
"LE19-12","GMBOIL_19440","MicroviridinK"
"LE19-12","GMBOIL_19445","MicroviridinK"
"LE19-12","GMBOIL_19450","MicroviridinK"
"LE19-12","GMBOIL_19455","MicroviridinK"
"LE19-12","GMBOIL_19460","MicroviridinK"
"LE19-12","GMBOIL_19465","MicroviridinK"
"LE19-12","GMBOIL_19470","MicroviridinK"
"LE19-12","GMBOIL_19475","MicroviridinK"
"LE19-12","GMBOIL_00375","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_00380","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_00385","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_01635","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_01640","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_01645","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_02065","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_02070","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_13905","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_13970","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_13975","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_13980","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_13985","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_13990","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_14925","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_16650","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_16660","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_16665","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_18875","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_18880","Novel_T3PKS_ctg30"
"LE19-12","GMBOIL_00300","NRPS_like_ctg36"
"LE19-12","GMBOIL_00305","NRPS_like_ctg36"
"LE19-12","GMBOIL_07865","NRPS_like_ctg36"
"LE19-12","GMBOIL_13130","NRPS_like_ctg36"
"LE19-12","GMBOIL_18090","NRPS_like_ctg36"
"LE19-12","GMBOIL_18095","NRPS_like_ctg36"
"LE19-12","GMBOIL_18100","NRPS_like_ctg36"
"LE19-12","GMBOIL_16325","PuwainaphycinF_LE1912_19235"
"LE19-12","GMBOIL_16330","PuwainaphycinF_LE1912_19235"
"LE19-12","GMBOIL_16335","PuwainaphycinF_LE1912_19235"
"LE19-12","GMBOIL_16880","PuwainaphycinF_LE1912_19235"
"LE19-12","GMBOIL_16885","PuwainaphycinF_LE1912_19235"
"LE19-12","GMBOIL_07200","RiPP_like_ctg28"
"LE19-12","GMBOIL_08810","RiPP_like_ctg28"
"LE19-12","GMBOIL_08815","RiPP_like_ctg28"
"LE19-12","GMBOIL_08825","RiPP_like_ctg28"
"LE19-12","GMBOIL_08830","RiPP_like_ctg28"
"LE19-12","GMBOIL_08835","RiPP_like_ctg28"
"LE19-12","GMBOIL_08840","RiPP_like_ctg28"
"LE19-12","GMBOIL_07380","T1PKS_ctg71"
"LE19-12","GMBOIL_07385","T1PKS_ctg71"
"LE19-12","GMBOIL_07390","T1PKS_ctg71"
"LE19-12","GMBOIL_07395","T1PKS_ctg71"
"LE19-12","GMBOIL_07400","T1PKS_ctg71"
"LE19-12","GMBOIL_08330","T1PKS_ctg71"
"LE19-12","GMBOIL_08335","T1PKS_ctg71"
"LE19-12","GMBOIL_08340","T1PKS_ctg71"
"LE19-12","GMBOIL_14405","T1PKS_ctg71"
"LE19-12","GMBOIL_00390","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_00455","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_00460","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_00470","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_00485","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_00490","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_00500","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_00505","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_05495","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_05500","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_06615","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_06620","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_10285","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_11975","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_11980","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_17905","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_17910","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_17915","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_17920","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_18635","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_24545","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_24550","T1PKS_Terpene_ctg27"
"LE19-12","GMBOIL_00145","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_00770","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_02515","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_02520","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_02525","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_02530","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_02535","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_02540","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_02545","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_02550","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_02555","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_11735","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15280","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15285","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15290","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15295","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15300","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15305","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15310","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15315","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15320","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15325","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15330","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15335","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15340","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15345","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_15350","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_20245","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_20610","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_20620","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_20625","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_20635","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_21500","T3PKS_Merocyclophane"
"LE19-12","GMBOIL_19740","Terpene_LE1912_22555"
"LE19-12","GMBOIL_19745","Terpene_LE1912_22555"
"LE19-12","GMBOIL_19750","Terpene_LE1912_22555"
"LE19-12","GMBOIL_19755","Terpene_LE1912_22555"
"LE19-12","GMBOIL_19760","Terpene_LE1912_22555"
"LE19-12","GMBOIL_19765","Terpene_LE1912_22555"
"LE19-12","GMBOIL_19770","Terpene_LE1912_22555"
"LE19-12","GMBOIL_19775","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21685","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21690","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21695","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21700","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21705","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21710","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21715","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21720","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21725","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21730","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21735","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21740","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21745","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21750","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21755","Terpene_LE1912_22555"
"LE19-12","GMBOIL_21760","Terpene_LE1912_22555"
