"ref_genotype","gene_name","bgc_name"
"LE19-195","BHKFFO_03650","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03655","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03660","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03665","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03670","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03675","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03680","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03685","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03690","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03700","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03705","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03710","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03715","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03720","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_03725","T3PKS_Merocyclophane"
"LE19-195","BHKFFO_06830","Terpene_LE19195_09015"
"LE19-195","BHKFFO_08625","Terpene_LE19195_09015"
"LE19-195","BHKFFO_08630","Terpene_LE19195_09015"
"LE19-195","BHKFFO_08640","Terpene_LE19195_09015"
"LE19-195","BHKFFO_08645","Terpene_LE19195_09015"
"LE19-195","BHKFFO_14595","Terpene_LE19195_15345"
"LE19-195","BHKFFO_14600","Terpene_LE19195_15345"
"LE19-195","BHKFFO_14605","Terpene_LE19195_15345"
"LE19-195","BHKFFO_14610","Terpene_LE19195_15345"
"LE19-195","BHKFFO_14615","Terpene_LE19195_15345"
"LE19-195","BHKFFO_14620","Terpene_LE19195_15345"
"LE19-195","BHKFFO_14625","Terpene_LE19195_15345"
"LE19-195","BHKFFO_14630","Terpene_LE19195_15345"
"LE19-195","BHKFFO_14635","Terpene_LE19195_15345"
"LE19-195","BHKFFO_14640","Terpene_LE19195_15345"
"LE19-195","BHKFFO_14645","Terpene_LE19195_15345"
"LE19-195","BHKFFO_14650","Terpene_LE19195_15345"
"LE19-195","BHKFFO_14655","Terpene_LE19195_15345"
