Query_gene_name	Query_gene_annotation	Reference_Name_lauren	Reference_Name_antiSMASH	Not_in_Lauren	Not_in_antiSMASH	Both_match	Main_Product	Biosynthetic_Class	Organism	Gene	New_BGC_name	gene_type	pos_in_bgc	core_genes	genes_in_bgc
FMDALA_10770	Cupin domain-containing protein	ACM68687.1_aerE_MicrocystisaeruginosaNIES-98_aeruginosin98-A,aeruginosin98-B,aeruginosin98-C	ctg266_4	FALSE	FALSE	TRUE	aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C	NRP	Microcystis aeruginosa NIES-98	aerE	Aeruginosin-Microcystis	other	6	3	14
FMDALA_10775	short-chain dehydrogenase	ACM68688.1_aerF_MicrocystisaeruginosaNIES-98_aeruginosin98-A,aeruginosin98-B,aeruginosin98-C	ctg266_5	FALSE	FALSE	TRUE	aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C	NRP	Microcystis aeruginosa NIES-98	aerF	Aeruginosin-Microcystis	additional	7	3	14
FMDALA_10780	AerL	ACM68689.1_aerL_MicrocystisaeruginosaNIES-98_aeruginosin98-A,aeruginosin98-B,aeruginosin98-C	ctg266_6	FALSE	FALSE	TRUE	aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C	NRP	Microcystis aeruginosa NIES-98	aerL	Aeruginosin-Microcystis	other	8	3	14
FMDALA_10785	non-ribosomal peptide synthetase	ACM68690.1_aerG1_MicrocystisaeruginosaNIES-98_aeruginosin98-A,aeruginosin98-B,aeruginosin98-C	ctg266_7	FALSE	FALSE	TRUE	aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C	NRP	Microcystis aeruginosa NIES-98	aerG1	Aeruginosin-Microcystis	core	9	3	14
FMDALA_10790	oxidoreductase	ACM68692.1_ACM68692.1_MicrocystisaeruginosaNIES-98_aeruginosin98-A,aeruginosin98-B,aeruginosin98-C	ctg266_8	FALSE	FALSE	TRUE	aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C	NRP	Microcystis aeruginosa NIES-98	ACM68692.1	Aeruginosin-Microcystis	additional	11	3	14
FMDALA_10800	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	ACM68693.1_ACM68693.1_MicrocystisaeruginosaNIES-98_aeruginosin98-A,aeruginosin98-B,aeruginosin98-C	ctg266_10	FALSE	FALSE	TRUE	aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C	NRP	Microcystis aeruginosa NIES-98	ACM68693.1	Aeruginosin-Microcystis	additional	13	3	14
FMDALA_10805	ABC transporter	ACM68694.1_aerN_MicrocystisaeruginosaNIES-98_aeruginosin98-A,aeruginosin98-B,aeruginosin98-C	ctg266_11	FALSE	FALSE	TRUE	aeruginosin 98-A, aeruginosin 98-B, aeruginosin 98-C	NRP	Microcystis aeruginosa NIES-98	aerN	Aeruginosin-Microcystis	transport	14	3	14
FMDALA_10435	hypothetical protein	AED99430.1_AED99430.1_PlanktothrixagardhiiNIES-596_prenylagaramideB,prenylagaramideC	ctg21_2	FALSE	FALSE	TRUE	prenylagaramide B, prenylagaramide C	Lanthipeptide	Planktothrix agardhii NIES-596	AED99430.1	Prenylagaramide-Planktothrix	other	7	2	23
FMDALA_17780	Putative restriction endonuclease	AFK79997.1_AFK79997.1_MicrocystisaeruginosaPCC7005_piricyclamide7005E1,piricyclamide7005E2,piricyclamide7005E3,piricyclamide7005E4	ctg159_4	FALSE	FALSE	TRUE	piricyclamide 7005E1, piricyclamide 7005E2, piricyclamide 7005E3, piricyclamide 7005E4	RiPP	Microcystis aeruginosa PCC 7005	AFK79997.1	Piricyclamide-Microcystis	other	11	2	12
FMDALA_21880	MvdC family ATP-grasp ribosomal peptide maturase	CAQ16117.1_mdnB_MicrocystisaeruginosaNIES-298_microviridinB	NA	FALSE	TRUE	FALSE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnB	Microviridin B-Microcystis	other	2	1	5
FMDALA_21870	MvdD family ATP-grasp ribosomal peptide maturase	CAQ16118.1_mdnC_MicrocystisaeruginosaNIES-298_microviridinB	NA	FALSE	TRUE	FALSE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnC	Microviridin B-Microcystis	other	3	1	5
FMDALA_21865	N-acetyltransferase	CAQ16119.1_mdnD_MicrocystisaeruginosaNIES-298_microviridinB	NA	FALSE	TRUE	FALSE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnD	Microviridin B-Microcystis	additional	4	1	5
FMDALA_23395	ABC transporter	CAQ16120.1_mdnE_MicrocystisaeruginosaNIES-298_microviridinB	NA	FALSE	TRUE	FALSE	microviridin B	Microviridin	Microcystis aeruginosa NIES-298	mdnE	Microviridin B-Microcystis	transport	5	1	5
FMDALA_15370	Membrane protein	ctg105_2_Anabaenopeptin_16_0	NA	FALSE	TRUE	FALSE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_2	Anabaenopeptin-Microcystis aeruginosa WLECC	other	2	5	16
FMDALA_15365	flavin oxidoreductase	ctg105_3_Anabaenopeptin_16_0	NA	FALSE	TRUE	FALSE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_3	Anabaenopeptin-Microcystis aeruginosa WLECC	additional	3	5	16
FMDALA_15355	hypothetical protein	ctg105_5_Anabaenopeptin_16_0	NA	FALSE	TRUE	FALSE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_5	Anabaenopeptin-Microcystis aeruginosa WLECC	other	5	5	16
FMDALA_15350	DUF1995 domain-containing protein	ctg105_6_Anabaenopeptin_16_0	NA	FALSE	TRUE	FALSE	Anabaenopeptin	NRP	Microcystis aeruginosa WLECC	ctg105_6	Anabaenopeptin-Microcystis aeruginosa WLECC	other	6	5	16
FMDALA_09650	Transposase	ctg115_1_Cyanobactin_90_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg115_1	Cyanobactin-Microcystis aeruginosa WLECC	other	1	1	3
FMDALA_20525	DNA-binding response regulator	ctg13_10_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_10	Cyanobactin-Microcystis aeruginosa WLECC	regulatory	10	1	13
FMDALA_20530	protein tyrosine phosphatase	ctg13_11_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_11	Cyanobactin-Microcystis aeruginosa WLECC	other	11	1	13
FMDALA_20535	hypothetical protein	ctg13_12_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_12	Cyanobactin-Microcystis aeruginosa WLECC	other	12	1	13
FMDALA_20540	DUF2834 domain-containing protein	ctg13_13_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_13	Cyanobactin-Microcystis aeruginosa WLECC	other	13	1	13
FMDALA_10480	PatA/PatG family cyanobactin maturation protease	ctg13_1_Cyanobactin_64_0	ctg21_11	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_1	Cyanobactin-Microcystis aeruginosa WLECC	core	1	1	13
FMDALA_10445	Putative restriction endonuclease	ctg13_2_Cyanobactin_64_0	ctg21_4	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_2	Cyanobactin-Microcystis aeruginosa WLECC	other	2	1	13
FMDALA_05515	DUF29 domain-containing protein	ctg13_3_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_3	Cyanobactin-Microcystis aeruginosa WLECC	other	3	1	13
FMDALA_10455	Uma2 family endonuclease	ctg13_4_Cyanobactin_64_0	ctg21_6	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_4	Cyanobactin-Microcystis aeruginosa WLECC	other	4	1	13
FMDALA_05510	anacyclamide synthesis protein AcyF	ctg13_5_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_5	Cyanobactin-Microcystis aeruginosa WLECC	other	5	1	13
FMDALA_10440	transposase	ctg13_6_Cyanobactin_64_0	ctg21_3	FALSE	FALSE	TRUE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_6	Cyanobactin-Microcystis aeruginosa WLECC	other	6	1	13
FMDALA_03865	imidazole glycerol phosphate synthase subunit HisH	ctg13_7_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_7	Cyanobactin-Microcystis aeruginosa WLECC	other	7	1	13
FMDALA_03870	ABC transporter ATP-binding protein	ctg13_8_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_8	Cyanobactin-Microcystis aeruginosa WLECC	transport	8	1	13
FMDALA_20520	branched-chain amino acid ABC transporter permease	ctg13_9_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_9	Cyanobactin-Microcystis aeruginosa WLECC	other	9	1	13
FMDALA_16795	oxidoreductase	ctg20_13_NRPS-T1PKS_26_0	NA	FALSE	TRUE	FALSE	NRPS-T1PKS	NRP, Polyketide	Microcystis aeruginosa WLECC	ctg20_13	NRPS-T1PKS-Microcystis aeruginosa WLECC	additional	13	3	15
FMDALA_16790	LprI domain-containing protein	ctg20_14_NRPS-T1PKS_26_0	NA	FALSE	TRUE	FALSE	NRPS-T1PKS	NRP, Polyketide	Microcystis aeruginosa WLECC	ctg20_14	NRPS-T1PKS-Microcystis aeruginosa WLECC	other	14	3	15
FMDALA_16780	HAD family phosphatase	ctg20_15_NRPS-T1PKS_26_0	NA	FALSE	TRUE	FALSE	NRPS-T1PKS	NRP, Polyketide	Microcystis aeruginosa WLECC	ctg20_15	NRPS-T1PKS-Microcystis aeruginosa WLECC	additional	15	3	15
FMDALA_10220	rhodanese-related sulfurtransferase	ctg20_3_samp_2073_1151163_NRPS	NA	FALSE	TRUE	FALSE	NRP	NRPS	Dolichospermum	ctg20_3_samp_2073	NRPS3_WLEADA	additional	3	2	28
FMDALA_15595	phytoene synthase	ctg27_10_T1PKS-Terpene_11_0	ctg403_4	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_10	T1PKS-Terpene-Microcystis aeruginosa WLECC	core	10	2	42
FMDALA_15590	hypothetical protein	ctg27_11_T1PKS-Terpene_11_0	ctg403_3	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_11	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	11	2	42
FMDALA_15585	Similarity	ctg27_12_T1PKS-Terpene_11_0	ctg403_2	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_12	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	12	2	42
FMDALA_15580	hypothetical protein	ctg27_13_T1PKS-Terpene_11_0	ctg403_1	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_13	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	13	2	42
FMDALA_01970	Putative restriction endonuclease	ctg27_15_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_15	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	15	2	42
FMDALA_01975	Enediyne biosynthesis protein UnbU	ctg27_16_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_16	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	16	2	42
FMDALA_22155	lipoprotein NlpI	ctg27_2_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_2	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	2	2	42
FMDALA_09375	transposase	ctg27_30_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_30	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	30	2	42
FMDALA_17410	ABC transporter permease	ctg27_32_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_32	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	32	2	42
FMDALA_17415	hypothetical protein	ctg27_33_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_33	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	33	2	42
FMDALA_17420	phosphoadenosine phosphosulfate reductase	ctg27_34_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_34	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	34	2	42
FMDALA_17425	hydrolase	ctg27_35_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_35	T1PKS-Terpene-Microcystis aeruginosa WLECC	additional	35	2	42
FMDALA_17430	BrnT family toxin	ctg27_37_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_37	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	37	2	42
FMDALA_17435	hypothetical protein	ctg27_38_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_38	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	38	2	42
FMDALA_17440	hypothetical protein	ctg27_39_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_39	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	39	2	42
FMDALA_22150	DEAD/DEAH box helicase	ctg27_3_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_3	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	3	2	42
FMDALA_17450	GTPase	ctg27_40_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_40	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	40	2	42
FMDALA_17455	3'(2'),5'-bisphosphate nucleotidase CysQ	ctg27_41_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_41	T1PKS-Terpene-Microcystis aeruginosa WLECC	additional	41	2	42
FMDALA_22145	diguanylate cyclase response regulator	ctg27_4_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_4	T1PKS-Terpene-Microcystis aeruginosa WLECC	regulatory	4	2	42
FMDALA_22140	ABC transporter substrate-binding protein	ctg27_5_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_5	T1PKS-Terpene-Microcystis aeruginosa WLECC	additional	5	2	42
FMDALA_22135	Tetratricopeptide TPR_1 repeat-containing protein	ctg27_6_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_6	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	6	2	42
FMDALA_22130	SLC13 family permease	ctg27_7_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_7	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	7	2	42
FMDALA_22125	magnesium-transporting ATPase	ctg27_8_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_8	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	8	2	42
FMDALA_15600	15-cis-phytoene desaturase	ctg27_9_T1PKS-Terpene_11_0	ctg403_5	FALSE	FALSE	TRUE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_9	T1PKS-Terpene-Microcystis aeruginosa WLECC	additional	9	2	42
FMDALA_11495	Dolichyl-phosphate-mannose-protein mannosyltransferase	ctg28_2_RiPP-like_84_0	NA	FALSE	TRUE	FALSE	RiPP-like	RiPP	Microcystis aeruginosa WLECC	ctg28_2	RiPP-like-Microcystis aeruginosa WLECC	other	2	1	7
FMDALA_11500	Glycogen debranching protein	ctg28_3_RiPP-like_84_0	NA	FALSE	TRUE	FALSE	RiPP-like	RiPP	Microcystis aeruginosa WLECC	ctg28_3	RiPP-like-Microcystis aeruginosa WLECC	other	3	1	7
FMDALA_05090	hypothetical protein	ctg30_10_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_10	Novel-T3PKS-Microcystis aeruginosa WLECC	other	10	1	18
FMDALA_05095	WD40 repeat domain-containing protein	ctg30_11_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_11	Novel-T3PKS-Microcystis aeruginosa WLECC	other	11	1	18
FMDALA_05100	ribonuclease III	ctg30_12_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_12	Novel-T3PKS-Microcystis aeruginosa WLECC	other	12	1	18
FMDALA_05110	alpha/beta hydrolase	ctg30_13_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_13	Novel-T3PKS-Microcystis aeruginosa WLECC	additional	13	1	18
FMDALA_05115	histidine kinase	ctg30_14_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_14	Novel-T3PKS-Microcystis aeruginosa WLECC	transport	14	1	18
FMDALA_05120	DUF1957 domain-containing protein	ctg30_15_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_15	Novel-T3PKS-Microcystis aeruginosa WLECC	other	15	1	18
FMDALA_07925	carotenoid biosynthesis protein	ctg30_17_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_17	Novel-T3PKS-Microcystis aeruginosa WLECC	other	17	1	18
FMDALA_12325	ATP-binding protein syrD	ctg30_2_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_2	Novel-T3PKS-Microcystis aeruginosa WLECC	transport	2	1	18
FMDALA_12320	efflux transporter periplasmic adaptor subunit	ctg30_3_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_3	Novel-T3PKS-Microcystis aeruginosa WLECC	transport	3	1	18
FMDALA_12315	aluminum resistance family protein	ctg30_5_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_5	Novel-T3PKS-Microcystis aeruginosa WLECC	other	5	1	18
FMDALA_12305	Uncharacterized protein sll0103	ctg30_6_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_6	Novel-T3PKS-Microcystis aeruginosa WLECC	other	6	1	18
FMDALA_07750	resolvase	ctg30_8_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_8	Novel-T3PKS-Microcystis aeruginosa WLECC	other	8	1	18
FMDALA_07745	glutamate--cysteine ligase	ctg30_9_Novel-T3PKS_28_0	NA	FALSE	TRUE	FALSE	Novel-T3PKS	Polyketide	Microcystis aeruginosa WLECC	ctg30_9	Novel-T3PKS-Microcystis aeruginosa WLECC	additional	9	1	18
FMDALA_23575	glycine cleavage system aminomethyltransferase GcvT	ctg34_19_Bartoloside-T1PKS_18_0	NA	FALSE	TRUE	FALSE	Bartoloside-T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg34_19	Bartoloside-like-T1PKS-Microcystis aeruginosa WLECC	other	19	1	28
