Query_gene_name	Query_gene_annotation	Reference_Name_lauren	Reference_Name_antiSMASH	Not_in_Lauren	Not_in_antiSMASH	Both_match	Main_Product	Biosynthetic_Class	Organism	Gene	New_BGC_name	gene_type	pos_in_bgc	core_genes	genes_in_bgc
OCDKLD_04155	ABC transporter permease DevC	ctg44_6_1-heptadecene_20_0	ctg57_16	FALSE	FALSE	TRUE	1-heptadecene	"NRP, Polyketide"	Microcystis aeruginosa WLECC	ctg44_6	1-heptadecene-Microcystis aeruginosa WLECC	other	6	1	18
OCDKLD_04160	ABC transporter	ctg44_7_1-heptadecene_20_0	ctg57_17	FALSE	FALSE	TRUE	1-heptadecene	"NRP, Polyketide"	Microcystis aeruginosa WLECC	ctg44_7	1-heptadecene-Microcystis aeruginosa WLECC	transport	7	1	18
OCDKLD_04170	radical SAM protein	ctg44_8_1-heptadecene_20_0	ctg57_18	FALSE	FALSE	TRUE	1-heptadecene	"NRP, Polyketide"	Microcystis aeruginosa WLECC	ctg44_8	1-heptadecene-Microcystis aeruginosa WLECC	additional	8	1	18
OCDKLD_04175	penicillin-binding protein 2	ctg44_9_1-heptadecene_20_0	ctg57_19	FALSE	FALSE	TRUE	1-heptadecene	"NRP, Polyketide"	Microcystis aeruginosa WLECC	ctg44_9	1-heptadecene-Microcystis aeruginosa WLECC	other	9	1	18
OCDKLD_04180	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	ctg44_17_1-heptadecene_20_0	ctg57_21	FALSE	FALSE	TRUE	1-heptadecene	"NRP, Polyketide"	Microcystis aeruginosa WLECC	ctg44_17	1-heptadecene-Microcystis aeruginosa WLECC	additional	17	1	18
OCDKLD_04185	CHAT domain-containing protein	ctg44_18_1-heptadecene_20_0	ctg57_22	FALSE	FALSE	TRUE	1-heptadecene	"NRP, Polyketide"	Microcystis aeruginosa WLECC	ctg44_18	1-heptadecene-Microcystis aeruginosa WLECC	regulatory	18	1	18
OCDKLD_04190	hypothetical protein	NA	ctg57_23	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_04195	hypothetical protein	NA	ctg57_24	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_04200	DUF29 domain-containing protein	NA	ctg57_25	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_04205	hypothetical protein	NA	ctg57_26	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_04210	restriction endonuclease subunit R	NA	ctg57_27	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_04760	ABC transporter permease	ctg27_32_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_32	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	32	2	42
OCDKLD_04765	hypothetical protein	ctg27_33_T1PKS-Terpene_11_0	NA	FALSE	TRUE	FALSE	T1PKS-Terpene	Hybrid	Microcystis aeruginosa WLECC	ctg27_33	T1PKS-Terpene-Microcystis aeruginosa WLECC	other	33	2	42
OCDKLD_05220	glycosyltransferase	NA	ctg64_41	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05225	serine/threonine protein kinase	NA	ctg64_43	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05230	sulfonate ABC transporter permease	NA	ctg64_44	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05235	Prokaryotic-like s of the JAB domain-containing protein	NA	ctg64_45	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05240	DUF4334 domain-containing protein	NA	ctg64_46	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05245	recombinase	NA	ctg64_47	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05250	IscS subfamily cysteine desulfurase	NA	ctg64_48	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05255	NADH-quinone oxidoreductase subunit M	NA	ctg64_49	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05260	hypothetical protein	NA	ctg64_51	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05265	SQHop-cyclase-C domain-containing protein	NA	ctg64_52	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05270	Putative peptide zinc metalloprotease protein YydH	NA	ctg64_53	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05275	ABC transporter permease	NA	ctg64_54	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05280	Efflux RND transporter periplasmic adaptor subunit	NA	ctg64_55	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05285	2-succinylbenzoate-CoA ligase	NA	ctg64_56	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05290	o-succinylbenzoate synthase	NA	ctg64_57	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCDKLD_05360	hypothetical protein	ctg34_2_Bartoloside-T1PKS_18_0	NA	FALSE	TRUE	FALSE	Bartoloside-T1PKS	Polyketide	Microcystis aeruginosa WLECC	ctg34_2	Bartoloside-like-T1PKS-Microcystis aeruginosa WLECC	other	2	1	28
OCDKLD_05380	Domain of unknown function DUF29	ctg39_10_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_10	Cyanobactin-Microcystis aeruginosa WLECC	other	10	2	15
OCDKLD_05385	nickel pincer cofactor biosynthesis protein LarC	ctg39_9_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_9	Cyanobactin-Microcystis aeruginosa WLECC	other	9	2	15
OCDKLD_05390	L-threonylcarbamoyladenylate synthase	ctg39_8_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_8	Cyanobactin-Microcystis aeruginosa WLECC	other	8	2	15
OCDKLD_05395	heat-shock protein	ctg39_7_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_7	Cyanobactin-Microcystis aeruginosa WLECC	other	7	2	15
OCDKLD_05400	Light-repressed protein A	ctg39_6_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_6	Cyanobactin-Microcystis aeruginosa WLECC	other	6	2	15
OCDKLD_05825	rhodanese-related sulfurtransferase	ctg20_3_samp_2073_1151163_NRPS	NA	FALSE	TRUE	FALSE	NRP	NRPS	Dolichospermum	ctg20_3_samp_2073	NRPS3_WLEADA	additional	3	2	28
OCDKLD_06535	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	ctg1_9_samp_4305_554341_lanthipeptide-class-v	NA	FALSE	TRUE	FALSE	Lanthipeptide	Lanthipeptide	Dolichospermum	ctg1_9_samp_4305	Lanthipeptide_WLEADA	other	9	3	30
OCDKLD_06905	ferredoxin	ctg5_26_RRE-containing_23_0	NA	FALSE	TRUE	FALSE	RRE-containing	RRE	Microcystis aeruginosa WLECC	ctg5_26	LAP-Microcystis aeruginosa WLECC	other	26	1	33
OCDKLD_06910	CTP synthase	ctg5_27_RRE-containing_23_0	NA	FALSE	TRUE	FALSE	RRE-containing	RRE	Microcystis aeruginosa WLECC	ctg5_27	LAP-Microcystis aeruginosa WLECC	other	27	1	33
OCDKLD_06915	hypothetical protein	ctg5_28_RRE-containing_23_0	NA	FALSE	TRUE	FALSE	RRE-containing	RRE	Microcystis aeruginosa WLECC	ctg5_28	LAP-Microcystis aeruginosa WLECC	other	28	1	33
OCDKLD_07255	adenylyl-sulfate kinase	AAF00966.1_uma3_MicrocystisaeruginosaPCC7806_microcystinLR	NA	FALSE	TRUE	FALSE	microcystin LR	"NRP, Modular type I polyketide"	Microcystis aeruginosa PCC 7806	uma3	Microcystin LR-Microcystis	other	14	6	17
OCDKLD_07260	Putative restriction endonuclease	AAF00965.1_uma2_MicrocystisaeruginosaPCC7806_microcystinLR	NA	FALSE	TRUE	FALSE	microcystin LR	"NRP, Modular type I polyketide"	Microcystis aeruginosa PCC 7806	uma2	Microcystin LR-Microcystis	other	13	6	17
OCDKLD_07265	FAD-dependent oxidoreductase	AAF00964.1_uma1_MicrocystisaeruginosaPCC7806_microcystinLR	NA	FALSE	TRUE	FALSE	microcystin LR	"NRP, Modular type I polyketide"	Microcystis aeruginosa PCC 7806	uma1	Microcystin LR-Microcystis	other	12	6	17
OCDKLD_07820	transglutaminase	ctg82_2_T3PKS-Merocyclophane_5_0	NA	FALSE	TRUE	FALSE	T3PKS-Merocyclophane	"NRP, Polyketide"	Microcystis aeruginosa WLECC	ctg82_2	T3PKS-Merocyclophane-Microcystis aeruginosa WLECC	other	2	4	37
OCDKLD_07975	DNA-directed RNA polymerase subunit gamma	ctg39_14_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_14	Cyanobactin-Microcystis aeruginosa WLECC	other	14	2	15
OCDKLD_07985	DUF262 domain-containing protein	ctg39_11_Cyanobactin_50_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg39_11	Cyanobactin-Microcystis aeruginosa WLECC	other	11	2	15
OCDKLD_08205	DUF2834 domain-containing protein	ctg13_13_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_13	Cyanobactin-Microcystis aeruginosa WLECC	other	13	1	13
OCDKLD_08210	hypothetical protein	ctg13_12_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_12	Cyanobactin-Microcystis aeruginosa WLECC	other	12	1	13
OCDKLD_08215	protein tyrosine phosphatase	ctg13_11_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_11	Cyanobactin-Microcystis aeruginosa WLECC	other	11	1	13
OCDKLD_08220	DNA-binding response regulator	ctg13_10_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_10	Cyanobactin-Microcystis aeruginosa WLECC	regulatory	10	1	13
OCDKLD_08225	branched-chain amino acid ABC transporter permease	ctg13_9_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_9	Cyanobactin-Microcystis aeruginosa WLECC	other	9	1	13
OCDKLD_08230	ABC transporter ATP-binding protein	ctg13_8_Cyanobactin_64_0	NA	FALSE	TRUE	FALSE	Cyanobactin	Cyanobactin	Microcystis aeruginosa WLECC	ctg13_8	Cyanobactin-Microcystis aeruginosa WLECC	transport	8	1	13
